job_id,user_id,printer_id,print_time,page_count,duplex,color,paper_size,document_type,cost
JOB0604,USR082,PRN006,"2024-05-25 09:12:15",302,1,0,Letter,invoice,7
JOB0605,USR095,PRN004,"2024-05-25 15:57:46",290,0,1,A3,contract,6.33
JOB0606,USR145,PRN012,"2024-05-25 19:21:06",259,1,0,Letter,invoice,1.1
JOB0607,USR013,PRN004,"2024-05-25 19:50:15",273,1,0,A4,invoice,15.61
JOB0608,USR014,PRN014,"2024-05-26 00:16:45",270,1,1,A4,invoice,9.13
JOB0609,USR197,PRN021,"2024-05-26 02:08:35",189,0,0,A3,contract,7.1
JOB0610,USR285,PRN017,"2024-05-26 06:56:12",238,0,1,Letter,invoice,8.02
JOB0611,USR027,PRN009,"2024-05-26 07:50:21",159,1,0,A4,memo,10.75
JOB0612,USR248,PRN019,"2024-05-26 11:46:17",139,1,1,A3,invoice,15.44
JOB0613,USR075,PRN018,"2024-05-26 17:50:49",309,0,1,A4,report,13.13
JOB0614,USR136,PRN025,"2024-05-26 21:12:35",195,1,1,A4,technical_spec,18.7
JOB0615,USR087,PRN024,"2024-05-26 22:21:47",54,0,1,A4,contract,8.19
JOB0616,USR272,PRN012,"2024-05-27 00:52:01",284,1,0,A3,technical_spec,18.63
JOB0617,USR219,PRN012,"2024-05-27 03:52:45",85,0,1,A4,brochure,13.78
JOB0618,USR055,PRN004,"2024-05-27 04:04:55",112,1,0,A3,report,15.21
JOB0619,USR147,PRN014,"2024-05-27 09:09:15",263,0,1,Letter,blueprint,1.32
JOB0620,USR270,PRN008,"2024-05-27 12:15:38",233,0,1,A3,invoice,3.97
JOB0621,USR252,PRN001,"2024-05-27 12:58:13",320,0,0,A3,contract,17.46
JOB0622,USR239,PRN024,"2024-05-27 13:55:27",342,1,0,A4,blueprint,11.78
JOB0623,USR097,PRN015,"2024-05-27 14:48:52",77,1,1,A4,technical_spec,15.46
JOB0624,USR254,PRN006,"2024-05-27 15:33:41",29,1,1,Letter,invoice,8.22
JOB0625,USR067,PRN016,"2024-05-27 17:15:25",29,0,1,A3,contract,11.06
JOB0626,USR014,PRN024,"2024-05-27 17:23:32",29,1,0,A3,brochure,12.85
JOB0627,USR020,PRN005,"2024-05-27 19:41:57",268,1,0,A4,technical_spec,15.23
JOB0628,USR112,PRN015,"2024-05-28 02:47:24",385,0,0,A3,memo,3.83
JOB0629,USR263,PRN006,"2024-05-28 05:18:22",96,1,1,A3,technical_spec,2.94
JOB0630,USR258,PRN012,"2024-05-28 06:28:19",348,0,0,Letter,technical_spec,8.73
JOB0631,USR093,PRN019,"2024-05-28 06:56:38",152,1,1,A3,blueprint,19.49
JOB0632,USR312,PRN019,"2024-05-28 13:36:54",170,1,0,Letter,blueprint,11.11
JOB0633,USR173,PRN001,"2024-05-28 14:41:24",38,1,1,A4,invoice,9.61
JOB0634,USR010,PRN003,"2024-05-28 15:37:40",266,0,1,A4,contract,6.48
JOB0635,USR280,PRN006,"2024-05-28 15:48:29",338,1,0,Letter,contract,14.39
JOB0636,USR222,PRN019,"2024-05-29 07:43:37",257,1,0,Letter,technical_spec,6.1
JOB0637,USR140,PRN010,"2024-05-29 08:50:27",26,1,0,A3,contract,15.27
JOB0638,USR066,PRN013,"2024-05-29 09:05:06",293,1,1,Letter,report,13.52
JOB0639,USR276,PRN004,"2024-05-29 15:52:55",76,1,1,Letter,brochure,0.43
JOB0640,USR309,PRN015,"2024-05-29 18:05:45",12,0,0,A3,memo,7.13
JOB0641,USR014,PRN004,"2024-05-29 18:51:30",359,0,1,A3,contract,9.99
JOB0642,USR147,PRN004,"2024-05-29 20:11:09",146,1,1,Letter,brochure,19.96
JOB0643,USR321,PRN001,"2024-05-29 22:13:13",237,0,1,A3,report,14.21
JOB0644,USR226,PRN024,"2024-05-30 00:08:25",275,1,0,A3,invoice,19.08
JOB0645,USR067,PRN006,"2024-05-30 00:27:01",240,1,1,A3,brochure,14.37
JOB0646,USR153,PRN016,"2024-05-30 08:34:14",111,1,1,A4,brochure,1.94
JOB0647,USR104,PRN007,"2024-05-30 08:56:10",254,1,1,Letter,blueprint,9.93
JOB0648,USR289,PRN025,"2024-05-30 09:43:22",184,1,0,Letter,technical_spec,8.19
JOB0649,USR128,PRN013,"2024-05-30 15:07:56",128,1,1,Letter,brochure,14.92
JOB0650,USR093,PRN009,"2024-05-30 17:58:14",142,1,1,A3,memo,2.57
JOB0651,USR228,PRN007,"2024-05-31 00:06:07",117,1,1,A4,report,1.23
JOB0652,USR052,PRN016,"2024-05-31 05:33:54",19,1,1,A4,invoice,2.56
JOB0653,USR110,PRN012,"2024-05-31 07:30:26",210,0,0,Letter,technical_spec,13.31
JOB0654,USR155,PRN013,"2024-05-31 10:05:11",10,1,1,A4,memo,11.84
JOB0655,USR033,PRN012,"2024-05-31 11:59:33",66,0,0,A3,technical_spec,5.9
JOB0656,USR331,PRN019,"2024-05-31 19:40:08",307,1,1,A4,blueprint,3.36
JOB0657,USR090,PRN004,"2024-06-01 00:52:50",294,1,0,A4,invoice,6.67
JOB0658,USR127,PRN024,"2024-06-01 01:10:42",117,0,0,Letter,brochure,15.83
JOB0659,USR089,PRN007,"2024-06-01 01:15:36",65,1,1,Letter,memo,18.47
JOB0660,USR182,PRN020,"2024-06-01 03:53:35",7,1,0,Letter,memo,8.54
JOB0661,USR066,PRN003,"2024-06-01 04:37:39",100,0,0,Letter,brochure,12.67
JOB0662,USR094,PRN006,"2024-06-01 12:30:45",169,1,0,Letter,invoice,10.4
JOB0663,USR320,PRN008,"2024-06-01 14:15:36",256,0,0,Letter,report,4.68
JOB0664,USR067,PRN006,"2024-06-01 19:55:25",381,1,1,Letter,report,1.53
JOB0665,USR328,PRN018,"2024-06-02 08:09:14",388,1,1,A4,blueprint,14.83
JOB0666,USR119,PRN015,"2024-06-02 08:25:16",338,0,0,A3,memo,12.5
JOB0667,USR233,PRN017,"2024-06-02 12:18:00",180,0,1,A4,contract,6.59
JOB0668,USR293,PRN021,"2024-06-02 13:08:10",82,0,1,A3,invoice,5.85
JOB0669,USR023,PRN017,"2024-06-02 13:51:24",167,1,0,A4,contract,19.45
JOB0670,USR315,PRN022,"2024-06-02 19:18:22",382,1,1,A3,invoice,10.38
JOB0671,USR236,PRN006,"2024-06-02 22:32:06",278,1,1,Letter,invoice,17.11
JOB0672,USR208,PRN012,"2024-06-03 02:19:09",193,0,0,A4,technical_spec,7.15
JOB0673,USR210,PRN010,"2024-06-03 05:46:40",400,0,0,Letter,blueprint,14.54
JOB0674,USR238,PRN024,"2024-06-03 08:52:20",147,1,0,A3,invoice,16.93
JOB0675,USR164,PRN018,"2024-06-03 11:21:51",307,1,1,A3,brochure,0.47
JOB0676,USR220,PRN024,"2024-06-03 14:50:24",289,0,1,Letter,brochure,9.49
JOB0677,USR250,PRN015,"2024-06-03 17:21:31",318,0,1,Letter,memo,18.44
JOB0678,USR077,PRN015,"2024-06-03 18:25:54",269,1,1,A3,report,3.07
JOB0679,USR215,PRN024,"2024-06-03 18:45:30",180,0,0,A3,brochure,13.96
JOB0680,USR231,PRN018,"2024-06-03 22:26:17",283,0,0,Letter,blueprint,17.2
JOB0681,USR250,PRN015,"2024-06-03 23:16:04",100,0,1,A4,report,15.18
JOB0682,USR118,PRN021,"2024-06-04 01:08:59",343,0,0,A3,invoice,12.09
JOB0683,USR208,PRN002,"2024-06-04 10:24:06",143,1,0,A4,contract,16.31
JOB0684,USR106,PRN004,"2024-06-04 15:50:34",380,1,1,A3,report,3.3
JOB0685,USR006,PRN022,"2024-06-04 16:48:37",382,0,1,Letter,technical_spec,18.74
JOB0686,USR265,PRN012,"2024-06-04 18:39:44",291,1,0,Letter,report,15.14
JOB0687,USR171,PRN022,"2024-06-04 18:46:51",311,1,1,Letter,technical_spec,19.84
JOB0688,USR047,PRN019,"2024-06-04 21:27:12",109,1,0,A3,brochure,7.08
JOB0689,USR305,PRN009,"2024-06-04 23:17:42",124,1,0,A3,blueprint,18.72
JOB0690,USR191,PRN006,"2024-06-05 02:03:50",26,0,0,Letter,contract,15.78
JOB0691,USR071,PRN007,"2024-06-05 04:03:44",376,1,1,A4,contract,12.53
JOB0692,USR090,PRN004,"2024-06-05 06:08:27",6,0,0,A4,contract,16.6
JOB0693,USR220,PRN014,"2024-06-05 06:15:45",387,1,0,Letter,invoice,11.31
JOB0694,USR235,PRN010,"2024-06-05 07:52:17",125,1,1,A4,memo,12.03
JOB0695,USR317,PRN021,"2024-06-05 11:17:38",312,0,1,Letter,report,12.32
JOB0696,USR231,PRN018,"2024-06-05 12:40:09",202,0,1,A3,report,1.55
JOB0697,USR083,PRN016,"2024-06-05 19:49:51",168,0,1,A4,memo,12.86
JOB0698,USR107,PRN014,"2024-06-06 05:51:06",201,1,1,A3,invoice,10.24
JOB0699,USR015,PRN004,"2024-06-06 16:40:24",102,0,1,A3,brochure,3.15
JOB0700,USR047,PRN019,"2024-06-06 20:37:50",364,0,0,A3,invoice,13.3
JOB0701,USR155,PRN013,"2024-06-06 22:51:12",7,1,1,A4,invoice,0.57
JOB0702,USR294,PRN009,"2024-06-07 10:03:14",190,0,1,A3,blueprint,19.35
JOB0703,USR107,PRN014,"2024-06-07 17:43:58",187,1,1,Letter,memo,10.49
JOB0704,USR049,PRN022,"2024-06-07 22:27:54",106,1,1,Letter,memo,11.74
JOB0705,USR017,PRN015,"2024-06-08 00:25:35",292,1,0,A4,report,14.37
JOB0706,USR162,PRN023,"2024-06-08 03:15:09",34,0,0,A3,invoice,8.95
JOB0707,USR022,PRN016,"2024-06-08 11:39:36",106,1,0,A3,blueprint,8.08
JOB0708,USR220,PRN024,"2024-06-08 14:26:02",92,0,0,Letter,invoice,7.05
JOB0709,USR142,PRN008,"2024-06-08 17:03:47",60,1,0,A4,technical_spec,13.05
JOB0710,USR028,PRN009,"2024-06-08 19:06:40",255,1,0,A4,technical_spec,11.92
JOB0711,USR251,PRN007,"2024-06-08 19:59:42",266,1,1,Letter,report,10.73
JOB0712,USR139,PRN017,"2024-06-08 20:23:32",263,1,1,A4,blueprint,16.34
JOB0713,USR278,PRN013,"2024-06-08 22:03:04",348,0,1,Letter,blueprint,17.69
JOB0714,USR246,PRN019,"2024-06-09 02:57:59",128,1,0,Letter,invoice,11.34
JOB0715,USR258,PRN012,"2024-06-09 08:16:23",113,1,1,Letter,technical_spec,6.88
JOB0716,USR071,PRN007,"2024-06-09 09:50:42",336,0,0,A3,technical_spec,17.75
JOB0717,USR255,PRN008,"2024-06-09 10:45:47",213,1,0,A4,brochure,14.38
JOB0718,USR101,PRN010,"2024-06-09 16:43:30",131,0,0,Letter,blueprint,19.17
JOB0719,USR126,PRN016,"2024-06-09 18:14:06",18,1,1,Letter,brochure,12.38
JOB0720,USR152,PRN020,"2024-06-09 18:22:23",92,1,1,A3,contract,2.64
JOB0721,USR143,PRN005,"2024-06-09 19:13:31",41,1,1,A4,blueprint,13.09
JOB0722,USR268,PRN007,"2024-06-09 19:34:52",232,0,0,A4,brochure,2.12
JOB0723,USR282,PRN007,"2024-06-09 21:32:29",179,1,0,A3,brochure,8.23
JOB0724,USR259,PRN005,"2024-06-10 04:13:45",239,0,1,Letter,memo,5.49
JOB0725,USR094,PRN006,"2024-06-10 05:43:31",239,0,0,Letter,memo,5.17
JOB0726,USR191,PRN016,"2024-06-10 06:28:35",117,0,0,A3,contract,19.4
JOB0727,USR268,PRN007,"2024-06-10 07:28:25",180,1,0,A4,memo,12.3
JOB0728,USR278,PRN023,"2024-06-10 10:22:23",342,0,0,A4,contract,0.75
JOB0729,USR122,PRN018,"2024-06-10 11:44:49",393,0,0,A4,memo,16.7
JOB0730,USR075,PRN008,"2024-06-10 13:31:40",93,0,0,A4,contract,9.95
JOB0731,USR267,PRN013,"2024-06-10 16:08:49",35,1,0,A4,blueprint,16.27
JOB0732,USR084,PRN007,"2024-06-10 20:06:36",167,0,1,A3,blueprint,11.3
JOB0733,USR232,PRN006,"2024-06-11 01:25:11",247,1,1,A4,invoice,17.23
JOB0734,USR299,PRN011,"2024-06-11 07:34:59",260,1,1,Letter,blueprint,14.3
JOB0735,USR005,PRN022,"2024-06-11 11:49:15",389,1,0,A4,brochure,6.7
JOB0736,USR178,PRN007,"2024-06-11 20:00:18",183,1,0,Letter,report,12.97
JOB0737,USR291,PRN006,"2024-06-12 08:26:58",298,1,0,A4,memo,11.16
JOB0738,USR215,PRN004,"2024-06-12 11:32:16",237,1,1,A4,technical_spec,17.61
JOB0739,USR042,PRN014,"2024-06-12 12:20:19",341,1,0,Letter,contract,9.19
JOB0740,USR263,PRN016,"2024-06-12 12:53:41",241,1,1,Letter,memo,3.07
JOB0741,USR110,PRN002,"2024-06-12 15:00:48",95,0,1,A4,brochure,1.8
JOB0742,USR007,PRN022,"2024-06-12 15:42:31",308,0,0,A4,report,1.17
JOB0743,USR163,PRN019,"2024-06-12 16:23:18",134,1,1,Letter,invoice,9.26
JOB0744,USR081,PRN023,"2024-06-12 22:05:28",17,1,0,A4,invoice,13.16
JOB0745,USR009,PRN003,"2024-06-13 03:26:29",165,1,1,A4,blueprint,6.81
JOB0746,USR060,PRN005,"2024-06-13 03:40:16",134,0,0,A3,memo,13.74
JOB0747,USR202,PRN018,"2024-06-13 09:06:22",153,1,1,A3,report,18.64
JOB0748,USR253,PRN023,"2024-06-13 09:17:17",119,1,0,Letter,contract,19.89
JOB0749,USR143,PRN005,"2024-06-13 11:48:24",80,0,1,A4,technical_spec,1.41
JOB0750,USR037,PRN018,"2024-06-13 13:47:40",318,1,1,A3,blueprint,16.9
JOB0751,USR091,PRN016,"2024-06-13 15:26:12",281,0,0,A3,contract,3.31
JOB0752,USR200,PRN010,"2024-06-13 17:35:47",227,0,0,A4,invoice,4.41
JOB0753,USR309,PRN025,"2024-06-14 03:42:21",35,1,0,Letter,invoice,17.09
JOB0754,USR240,PRN001,"2024-06-14 13:22:28",107,1,0,Letter,technical_spec,6.54
JOB0755,USR215,PRN004,"2024-06-15 00:02:15",215,1,1,Letter,report,8.84
JOB0756,USR247,PRN018,"2024-06-15 03:21:15",81,0,1,Letter,blueprint,15.98
JOB0757,USR161,PRN014,"2024-06-15 03:34:06",190,1,0,A3,technical_spec,17.62
JOB0758,USR087,PRN024,"2024-06-15 07:45:56",137,1,1,Letter,memo,18.74
JOB0759,USR072,PRN009,"2024-06-15 08:07:42",248,1,1,A4,invoice,12.4
JOB0760,USR054,PRN023,"2024-06-15 09:40:12",54,0,0,Letter,blueprint,15.68
JOB0761,USR055,PRN014,"2024-06-15 12:12:25",127,0,1,A4,contract,17.23
JOB0762,USR253,PRN023,"2024-06-15 17:42:17",283,0,1,A3,technical_spec,12.82
JOB0763,USR135,PRN008,"2024-06-15 20:14:04",314,1,1,A4,invoice,7.46
JOB0764,USR062,PRN008,"2024-06-16 00:47:16",285,1,0,A4,brochure,15.05
JOB0765,USR248,PRN009,"2024-06-16 03:24:37",6,0,0,A4,brochure,13.39
JOB0766,USR153,PRN016,"2024-06-16 07:26:42",44,0,1,A3,memo,1.22
JOB0767,USR004,PRN021,"2024-06-16 11:30:45",399,0,0,Letter,memo,3.25
JOB0768,USR061,PRN025,"2024-06-16 13:54:36",7,1,0,A3,blueprint,2.12
JOB0769,USR278,PRN003,"2024-06-16 16:06:12",151,0,1,A4,technical_spec,5.62
JOB0770,USR233,PRN007,"2024-06-17 10:26:20",291,1,0,Letter,invoice,11.06
JOB0771,USR127,PRN014,"2024-06-17 12:07:21",0,0,1,A4,report,3.44
JOB0772,USR041,PRN009,"2024-06-17 12:45:27",10,0,0,A3,contract,5.97
JOB0773,USR193,PRN003,"2024-06-17 12:54:51",85,1,0,Letter,report,1.27
JOB0774,USR204,PRN009,"2024-06-17 20:21:52",99,0,1,A4,invoice,17.64
JOB0775,USR323,PRN006,"2024-06-17 20:29:22",367,0,0,A4,brochure,13.5
JOB0776,USR127,PRN014,"2024-06-17 21:52:50",118,1,1,Letter,contract,3.3
JOB0777,USR172,PRN018,"2024-06-18 06:45:17",387,1,1,Letter,report,12.5
JOB0778,USR286,PRN010,"2024-06-18 06:46:55",326,1,0,A3,contract,4.58
JOB0779,USR197,PRN001,"2024-06-18 06:57:13",18,0,0,A3,invoice,7.71
JOB0780,USR061,PRN015,"2024-06-18 14:34:17",24,1,0,A4,brochure,16.23
JOB0781,USR294,PRN009,"2024-06-18 16:30:53",274,1,0,Letter,memo,7.65
JOB0782,USR027,PRN019,"2024-06-18 17:51:40",174,0,1,A4,technical_spec,7.32
JOB0783,USR145,PRN012,"2024-06-18 19:21:58",350,0,0,A3,memo,16.33
JOB0784,USR002,PRN021,"2024-06-18 20:07:38",364,1,1,A3,technical_spec,13.24
JOB0785,USR013,PRN024,"2024-06-18 22:51:48",248,0,1,A3,brochure,19.51
JOB0786,USR260,PRN022,"2024-06-19 04:30:42",301,1,0,A3,brochure,7.31
JOB0787,USR185,PRN006,"2024-06-19 05:28:44",361,0,1,A4,brochure,18.53
JOB0788,USR143,PRN005,"2024-06-19 10:08:10",143,0,0,A4,invoice,2.86
JOB0789,USR167,PRN021,"2024-06-19 11:58:25",398,0,0,Letter,technical_spec,2.48
JOB0790,USR155,PRN003,"2024-06-19 12:11:46",388,1,0,A3,brochure,5.59
JOB0791,USR183,PRN024,"2024-06-19 23:56:46",137,0,1,A3,invoice,10.97
JOB0792,USR078,PRN011,"2024-06-20 02:55:03",330,1,1,A3,report,14.56
JOB0793,USR235,PRN010,"2024-06-20 03:16:00",187,0,0,Letter,blueprint,16.91
JOB0794,USR158,PRN003,"2024-06-20 03:37:11",360,0,1,A3,blueprint,9.13
JOB0795,USR303,PRN003,"2024-06-20 09:44:25",207,0,1,Letter,technical_spec,15.55
JOB0796,USR258,PRN022,"2024-06-20 10:45:37",306,1,0,Letter,contract,6.2
JOB0797,USR220,PRN014,"2024-06-20 14:58:00",70,1,1,A3,technical_spec,4.46
JOB0798,USR092,PRN024,"2024-06-20 15:02:25",393,0,1,A4,brochure,12.81
JOB0799,USR032,PRN005,"2024-06-20 15:17:23",185,0,1,Letter,contract,7.02
JOB0800,USR260,PRN012,"2024-06-20 18:22:45",370,1,1,Letter,blueprint,13.58
JOB0801,USR060,PRN005,"2024-06-20 19:17:34",336,0,0,Letter,technical_spec,18.61
JOB0802,USR170,PRN002,"2024-06-21 04:30:41",161,0,1,A3,contract,3.47
JOB0803,USR145,PRN002,"2024-06-21 06:12:46",178,0,0,A3,report,14.14
JOB0804,USR277,PRN004,"2024-06-21 07:21:09",190,1,0,Letter,memo,8.16
JOB0805,USR252,PRN021,"2024-06-22 01:13:56",209,0,1,A4,report,14.29
JOB0806,USR151,PRN020,"2024-06-22 02:02:45",63,0,0,A4,contract,19.41
JOB0807,USR266,PRN015,"2024-06-22 02:20:37",9,0,1,A4,report,14.06
JOB0808,USR008,PRN012,"2024-06-22 04:30:06",85,1,1,Letter,memo,13.08
JOB0809,USR087,PRN014,"2024-06-22 04:50:44",285,0,0,A3,report,15.21
JOB0810,USR081,PRN013,"2024-06-22 07:47:51",254,0,0,A4,report,12.75
JOB0811,USR040,PRN010,"2024-06-22 10:07:47",213,0,0,A3,blueprint,9.92
JOB0812,USR008,PRN012,"2024-06-22 11:45:10",374,0,0,A3,invoice,12.29
JOB0813,USR291,PRN016,"2024-06-22 12:44:09",395,1,1,A3,brochure,8.07
JOB0814,USR270,PRN018,"2024-06-22 18:47:52",184,0,1,A4,contract,6.38
JOB0815,USR108,PRN020,"2024-06-22 19:07:01",144,1,0,Letter,brochure,15.82
JOB0816,USR049,PRN012,"2024-06-22 20:12:42",27,1,1,A3,brochure,14.69
JOB0817,USR288,PRN006,"2024-06-22 22:52:29",159,1,1,Letter,brochure,9.84
JOB0818,USR181,PRN002,"2024-06-22 23:46:29",356,0,1,A3,memo,12.65
JOB0819,USR303,PRN023,"2024-06-23 11:39:16",5,1,1,Letter,blueprint,16.82
JOB0820,USR199,PRN024,"2024-06-23 14:35:29",194,1,1,A4,brochure,15.61
JOB0821,USR116,PRN005,"2024-06-23 17:49:28",191,1,0,A4,blueprint,14.11
JOB0822,USR195,PRN023,"2024-06-23 20:13:43",190,1,0,A4,blueprint,7.53
JOB0823,USR285,PRN007,"2024-06-24 05:33:20",236,0,0,A4,invoice,6.66
JOB0824,USR026,PRN008,"2024-06-24 13:03:36",19,0,0,A4,blueprint,10.29
JOB0825,USR275,PRN013,"2024-06-24 13:07:15",260,0,1,A3,memo,16.09
JOB0826,USR285,PRN007,"2024-06-24 20:44:09",99,1,0,A4,invoice,9.14
JOB0827,USR018,PRN025,"2024-06-25 00:43:16",311,0,0,Letter,blueprint,3.98
JOB0828,USR057,PRN004,"2024-06-25 02:09:21",326,0,0,A3,memo,13.8
JOB0829,USR171,PRN002,"2024-06-25 03:23:55",124,0,0,Letter,invoice,11.7
JOB0830,USR159,PRN023,"2024-06-25 04:59:39",55,0,0,Letter,report,18.23
JOB0831,USR105,PRN024,"2024-06-25 11:59:35",230,1,0,Letter,report,18.41
JOB0832,USR219,PRN002,"2024-06-25 17:21:20",374,0,0,Letter,blueprint,11.63
JOB0833,USR127,PRN024,"2024-06-25 19:55:26",195,0,1,Letter,report,19.46
JOB0834,USR309,PRN025,"2024-06-25 22:51:42",35,0,1,A3,technical_spec,11.92
JOB0835,USR026,PRN008,"2024-06-26 00:09:53",86,1,1,A3,invoice,3.17
JOB0836,USR278,PRN023,"2024-06-26 00:55:52",25,0,0,A3,memo,3.36
JOB0837,USR299,PRN021,"2024-06-26 13:36:25",366,1,1,Letter,report,2.21
JOB0838,USR118,PRN021,"2024-06-26 16:22:27",116,1,1,A3,contract,11.78
JOB0839,USR219,PRN002,"2024-06-26 17:42:23",367,0,0,A4,brochure,17.73
JOB0840,USR299,PRN011,"2024-06-26 19:10:02",87,0,1,A4,contract,7.77
JOB0841,USR308,PRN023,"2024-06-27 00:10:41",341,1,1,A3,memo,1.03
JOB0842,USR045,PRN020,"2024-06-27 03:08:32",8,0,0,Letter,technical_spec,8.76
JOB0843,USR297,PRN001,"2024-06-27 05:15:11",80,1,1,Letter,memo,13.34
JOB0844,USR152,PRN020,"2024-06-27 08:57:45",105,0,0,A3,brochure,14.95
JOB0845,USR161,PRN024,"2024-06-27 10:06:08",345,0,0,A4,report,2.47
JOB0846,USR289,PRN015,"2024-06-27 10:44:41",40,1,0,A3,brochure,18.38
JOB0847,USR237,PRN006,"2024-06-27 11:33:04",399,1,1,A3,blueprint,4.38
JOB0848,USR178,PRN017,"2024-06-27 19:00:06",319,1,1,A4,report,16.82
JOB0849,USR130,PRN005,"2024-06-27 23:03:56",378,0,1,A3,brochure,12.64
JOB0850,USR090,PRN024,"2024-06-28 07:33:22",167,1,0,A3,memo,19.75
JOB0851,USR254,PRN016,"2024-06-28 11:45:20",238,1,1,A4,contract,5.51
JOB0852,USR327,PRN006,"2024-06-28 14:07:22",88,0,1,A4,report,4.34
JOB0853,USR155,PRN013,"2024-06-29 00:54:15",268,0,0,A3,memo,19.06
JOB0854,USR229,PRN011,"2024-06-29 02:37:33",89,0,0,Letter,technical_spec,16.2
JOB0855,USR151,PRN010,"2024-06-29 03:52:13",13,0,0,Letter,blueprint,17.12
JOB0856,USR326,PRN008,"2024-06-29 07:06:18",356,1,0,A4,brochure,11.47
JOB0857,USR129,PRN016,"2024-06-29 11:23:17",281,1,0,A3,memo,10.2
JOB0858,USR025,PRN008,"2024-06-29 17:16:40",102,1,0,Letter,contract,11.47
JOB0859,USR246,PRN009,"2024-06-29 23:01:05",49,0,0,A4,brochure,0.92
JOB0860,USR059,PRN011,"2024-06-30 00:37:37",47,1,1,Letter,technical_spec,1.7
JOB0861,USR167,PRN021,"2024-06-30 03:14:42",39,1,1,A4,technical_spec,17.27
JOB0862,USR224,PRN001,"2024-06-30 03:43:55",64,1,0,Letter,report,4.67
JOB0863,USR253,PRN023,"2024-06-30 07:27:00",346,1,1,Letter,invoice,7.71
JOB0864,USR053,PRN003,"2024-06-30 08:47:50",60,1,1,A4,contract,12.13
JOB0865,USR315,PRN012,"2024-06-30 08:51:30",262,0,0,A4,technical_spec,7.12
JOB0866,USR032,PRN015,"2024-06-30 09:46:03",36,1,0,Letter,invoice,8.55
JOB0867,USR319,PRN001,"2024-06-30 10:49:39",33,1,1,Letter,brochure,5.99
JOB0868,USR122,PRN008,"2024-06-30 11:22:21",190,0,1,A3,memo,3.4
JOB0869,USR214,PRN018,"2024-06-30 12:40:05",388,1,0,Letter,memo,14.81
JOB0870,USR007,PRN012,"2024-06-30 17:27:55",280,1,0,Letter,brochure,2.12
JOB0871,USR209,PRN007,"2024-07-01 02:15:37",148,0,1,Letter,memo,16.68
JOB0872,USR222,PRN019,"2024-07-01 02:22:03",299,1,0,A4,invoice,13.23
JOB0873,USR102,PRN009,"2024-07-01 08:11:44",377,1,1,Letter,report,7.58
JOB0874,USR309,PRN015,"2024-07-01 12:39:03",202,0,0,A4,technical_spec,12.55
JOB0875,USR282,PRN007,"2024-07-01 14:57:34",290,1,1,A4,report,5.29
JOB0876,USR153,PRN016,"2024-07-01 17:59:45",222,1,1,A4,technical_spec,11.56
JOB0877,USR254,PRN016,"2024-07-01 22:12:45",23,1,0,Letter,brochure,3.46
JOB0878,USR171,PRN022,"2024-07-02 01:22:57",134,1,1,A4,blueprint,10.05
JOB0879,USR143,PRN015,"2024-07-02 04:09:52",246,0,0,A4,contract,17.25
JOB0880,USR107,PRN024,"2024-07-02 06:57:35",214,0,0,A4,brochure,1.41
JOB0881,USR064,PRN009,"2024-07-02 08:28:16",157,1,1,A3,brochure,12.2
JOB0882,USR072,PRN019,"2024-07-02 09:11:45",333,0,0,Letter,brochure,9.61
JOB0883,USR295,PRN022,"2024-07-02 11:31:30",387,0,1,Letter,brochure,2.31
JOB0884,USR225,PRN017,"2024-07-02 11:49:39",353,1,1,A4,memo,16.62
JOB0885,USR232,PRN006,"2024-07-02 14:25:32",107,1,1,A4,brochure,6.59
JOB0886,USR029,PRN020,"2024-07-02 17:00:12",338,0,1,Letter,memo,10.11
JOB0887,USR114,PRN015,"2024-07-02 20:44:38",78,0,1,A4,invoice,7.59
JOB0888,USR007,PRN022,"2024-07-02 23:09:32",338,0,1,A3,blueprint,1.61
JOB0889,USR300,PRN002,"2024-07-03 05:04:10",142,1,0,Letter,blueprint,0.63
JOB0890,USR198,PRN007,"2024-07-03 08:27:28",176,1,0,Letter,blueprint,0.64
JOB0891,USR048,PRN017,"2024-07-03 11:21:39",127,0,1,A3,report,3.58
JOB0892,USR052,PRN016,"2024-07-03 22:46:24",102,0,0,Letter,technical_spec,7.74
JOB0893,USR101,PRN020,"2024-07-04 01:38:47",125,1,1,Letter,invoice,13.75
JOB0894,USR310,PRN016,"2024-07-04 01:47:24",72,0,0,Letter,invoice,1.92
JOB0895,USR195,PRN023,"2024-07-04 03:51:59",146,1,1,A3,invoice,9.25
JOB0896,USR184,PRN006,"2024-07-04 08:55:13",211,1,0,A4,report,14.89
JOB0897,USR066,PRN023,"2024-07-04 11:10:16",187,1,0,A4,memo,6.31
JOB0898,USR265,PRN012,"2024-07-04 12:26:08",235,0,0,A3,blueprint,14.66
JOB0899,USR201,PRN019,"2024-07-04 14:50:39",182,0,0,A4,brochure,2.39
JOB0900,USR095,PRN024,"2024-07-04 15:37:00",111,0,1,A3,report,0.74
JOB0901,USR122,PRN008,"2024-07-04 17:19:04",296,0,1,A3,technical_spec,7.36
JOB0902,USR035,PRN007,"2024-07-05 00:28:06",320,1,1,A4,brochure,11.09
JOB0903,USR154,PRN021,"2024-07-05 01:55:59",326,0,0,A4,memo,4.59
JOB0904,USR221,PRN003,"2024-07-05 12:24:34",282,1,1,A3,brochure,4.42
JOB0905,USR208,PRN002,"2024-07-05 13:26:31",74,0,0,A4,invoice,1.7
